payment_sk,payment_id,id_order,id_date,payment_method,status,amount,paid_at
202,7000000225,1000000225,20250807,CARD,PAID,41164.2,2025-08-07 12:56:58
203,7000000226,1000000226,20240718,CARD,PAID,36483.6,2024-07-18 06:12:34
204,7000000227,1000000227,20240720,GATEWAY,PAID,43888.8,2024-07-20 00:54:57
205,7000000228,1000000228,20250330,CARD,PAID,43588.8,2025-03-30 04:05:29
206,7000000230,1000000230,20241230,GATEWAY,PAID,40104.0,2024-12-30 13:56:27
207,7000000231,1000000231,20240610,GATEWAY,PAID,58072.5,2024-06-10 09:32:56
208,7000000232,1000000232,20250222,GATEWAY,PAID,45892.56,2025-02-22 13:34:52
209,7000000233,1000000233,20241122,CARD,PAID,19050.0,2024-11-22 07:54:06
210,7000000234,1000000234,20250530,CARD,PAID,29659.2,2025-05-30 23:24:47
211,7000000236,1000000236,20250106,CASH,PAID,29040.0,2025-01-06 23:17:21
212,7000000237,1000000237,20241117,CASH,PAID,43560.0,2024-11-17 18:03:35
213,7000000238,1000000238,20250324,CASH,PAID,25613.28,2025-03-24 18:27:32
214,7000000239,1000000239,20240221,GATEWAY,PAID,63408.6,2024-02-21 18:28:37
215,7000000240,1000000240,20241022,CARD,REFUNDED,48090.0,2024-10-22 16:29:14
216,7000000241,1000000241,20241012,CASH,PAID,71874.0,2024-10-12 09:32:46
217,7000000243,1000000243,20250610,CARD,PAID,19965.0,2025-06-10 18:40:04
218,7000000244,1000000244,20240914,CARD,PAID,24829.2,2024-09-14 22:03:43
219,7000000245,1000000245,20250509,CASH,REFUNDED,48823.5,2025-05-09 14:51:09
220,7000000247,1000000247,20241202,GATEWAY,PAID,19576.35,2024-12-02 15:46:27
221,7000000248,1000000248,20241028,TRANSFER,PAID,13068.0,2024-10-28 10:08:17
222,7000000249,1000000249,20240421,CASH,PAID,47916.0,2024-04-21 09:55:19
223,7000000250,1000000250,20240924,CARD,PAID,52955.25,2024-09-24 10:33:48
224,7000000251,1000000251,20240317,CASH,PAID,41382.0,2024-03-17 23:55:16
225,7000000252,1000000252,20240302,CASH,PAID,53361.0,2024-03-02 20:29:06
226,7000000253,1000000253,20250426,GATEWAY,REFUNDED,56018.16,2025-04-26 05:25:30
227,7000000254,1000000254,20241014,TRANSFER,PAID,25613.28,2024-10-14 13:27:13
228,7000000255,1000000255,20240814,GATEWAY,PAID,18687.0,2024-08-14 07:28:16
229,7000000256,1000000256,20241001,GATEWAY,PAID,29659.2,2024-10-01 23:52:27
230,7000000257,1000000257,20250601,CARD,PAID,70059.0,2025-06-01 04:07:49
231,7000000258,1000000258,20241229,CARD,PAID,35385.0,2024-12-29 09:32:30
232,7000000259,1000000259,20250907,GATEWAY,REFUNDED,32805.12,2025-09-07 02:28:53
233,7000000260,1000000260,20241213,CARD,PAID,41130.0,2024-12-13 05:31:19
234,7000000261,1000000261,20250815,CARD,PAID,29040.0,2025-08-15 13:42:26
235,7000000262,1000000262,20241120,CARD,PAID,43588.8,2024-11-20 18:38:35
236,7000000263,1000000263,20250101,CARD,PAID,49905.0,2025-01-01 04:25:31
237,7000000264,1000000264,20250820,CARD,PAID,69750.45,2025-08-20 09:26:01
238,7000000265,1000000265,20240429,GATEWAY,PAID,64468.56,2024-04-29 01:48:14
239,7000000266,1000000266,20250508,GATEWAY,PAID,48325.95,2025-05-08 08:36:52
240,7000000267,1000000267,20240301,CARD,PAID,33870.0,2024-03-01 16:23:56
241,7000000270,1000000270,20240216,CASH,PAID,14229.6,2024-02-16 14:33:22
242,7000000271,1000000271,20240213,CARD,REFUNDED,87448.8,2024-02-13 23:19:32
243,7000000272,1000000272,20241027,GATEWAY,PAID,33144.0,2024-10-27 11:34:38
244,7000000273,1000000273,20240302,CARD,PAID,43588.8,2024-03-02 09:39:25
245,7000000274,1000000274,20240928,CARD,PAID,77064.9,2024-09-28 09:34:23
246,7000000275,1000000275,20240624,GATEWAY,PAID,27336.0,2024-06-24 06:19:57
247,7000000276,1000000276,20250528,CARD,PAID,29040.0,2025-05-28 12:31:40
248,7000000277,1000000277,20241014,CARD,PAID,50820.0,2024-10-14 21:28:37
249,7000000278,1000000278,20250306,GATEWAY,PAID,27636.0,2025-03-06 09:56:56
250,7000000280,1000000280,20240722,CARD,PAID,33033.0,2024-07-22 20:57:11
251,7000000281,1000000281,20250312,CARD,PAID,54101.28,2025-03-12 12:52:34
252,7000000282,1000000282,20241229,GATEWAY,PAID,24422.4,2024-12-29 13:28:46
253,7000000283,1000000283,20250723,CARD,PAID,16718.25,2025-07-23 08:39:50
254,7000000284,1000000284,20240310,CARD,PAID,70785.0,2024-03-10 08:44:42
255,7000000286,1000000286,20240713,CARD,PAID,37074.0,2024-07-13 22:57:19
256,7000000287,1000000287,20250618,CASH,PAID,51727.5,2025-06-18 01:51:10
257,7000000288,1000000288,20250202,CASH,PAID,14229.6,2025-02-02 10:03:56
258,7000000290,1000000290,20241105,GATEWAY,PAID,105354.3,2024-11-05 00:56:09
259,7000000291,1000000291,20241020,GATEWAY,PAID,56900.25,2024-10-20 04:01:08
260,7000000292,1000000292,20250430,CARD,PAID,32270.7,2025-04-30 13:38:07
261,7000000293,1000000293,20250822,CARD,PAID,27036.0,2025-08-22 16:47:42
262,7000000295,1000000295,20250328,TRANSFER,REFUNDED,24829.2,2025-03-28 18:46:52
263,7000000296,1000000296,20240630,CASH,PAID,18150.0,2024-06-30 22:04:05
264,7000000297,1000000297,20250813,CASH,REFUNDED,53361.0,2025-08-13 01:05:27
265,7000000298,1000000298,20241106,CASH,PAID,41382.0,2024-11-06 14:51:55
266,7000000299,1000000299,20240508,CARD,PAID,43560.0,2024-05-08 02:32:30
267,7000000300,1000000300,20241119,GATEWAY,PAID,54633.6,2024-11-19 18:32:25
268,7000000301,1000000301,20240507,GATEWAY,PAID,29040.0,2024-05-07 19:06:15
269,7000000303,1000000303,20240319,CARD,PAID,39204.0,2024-03-19 15:03:26
270,7000000304,1000000304,20240318,CARD,PAID,119873.77,2024-03-18 05:57:51
271,7000000305,1000000305,20250415,CARD,PAID,31692.0,2025-04-15 01:23:31
272,7000000306,1000000306,20240501,CARD,PAID,83671.5,2024-05-01 03:04:28
273,7000000307,1000000307,20240913,CARD,PAID,17835.0,2024-09-13 18:02:18
274,7000000308,1000000308,20240329,GATEWAY,PAID,17835.0,2024-03-29 17:35:18
275,7000000310,1000000310,20250104,GATEWAY,PAID,27636.0,2025-01-04 20:32:45
276,7000000311,1000000311,20250110,CARD,PAID,36209.25,2025-01-10 09:43:16
277,7000000312,1000000312,20250224,CASH,PAID,36209.25,2025-02-24 19:09:03
278,7000000313,1000000313,20250522,CARD,PAID,71692.5,2025-05-22 16:05:53
279,7000000314,1000000314,20241017,GATEWAY,PAID,33579.6,2024-10-17 09:46:27
280,7000000315,1000000315,20250506,CARD,PAID,54351.75,2025-05-06 14:09:01
281,7000000316,1000000316,20250429,CARD,PAID,71601.75,2025-04-29 21:42:15
282,7000000317,1000000317,20240818,CARD,PAID,37437.0,2024-08-18 04:27:24
283,7000000318,1000000318,20241007,CARD,PAID,15246.0,2024-10-07 11:46:46
284,7000000319,1000000319,20240422,CARD,PAID,15429.6,2024-04-22 23:29:45
285,7000000320,1000000320,20250820,CARD,PAID,36592.5,2025-08-20 02:45:44
286,7000000321,1000000321,20250805,GATEWAY,PAID,94491.0,2025-08-05 04:12:50
287,7000000322,1000000322,20241121,CASH,PAID,37243.8,2024-11-21 08:14:29
288,7000000323,1000000323,20250404,CARD,PAID,54711.36,2025-04-04 19:13:07
289,7000000324,1000000324,20250113,CASH,PAID,69812.16,2025-01-13 14:52:32
290,7000000325,1000000325,20241017,CARD,PAID,28749.6,2024-10-17 02:04:08
291,7000000326,1000000326,20240618,CARD,PAID,84070.8,2024-06-18 02:06:25
292,7000000327,1000000327,20250109,CARD,PAID,31082.16,2025-01-09 22:07:28
293,7000000328,1000000328,20250211,GATEWAY,PAID,82239.75,2025-02-11 20:56:23
294,7000000329,1000000329,20240317,CARD,PAID,44324.4,2024-03-17 19:29:09
295,7000000330,1000000330,20241216,CASH,PAID,29040.0,2024-12-16 04:37:58
296,7000000331,1000000331,20241227,CARD,PAID,68581.35,2024-12-27 00:30:16
297,7000000332,1000000332,20250918,GATEWAY,PAID,62547.0,2025-09-18 23:50:29
298,7000000334,1000000334,20250508,GATEWAY,PAID,71341.2,2025-05-08 13:30:02
299,7000000335,1000000335,20240213,CARD,PAID,73691.1,2024-02-13 12:22:45
300,7000000336,1000000336,20240721,GATEWAY,PAID,47964.0,2024-07-21 01:43:12
301,7000000337,1000000337,20240913,CARD,PAID,17835.0,2024-09-13 15:56:03
302,7000000338,1000000338,20240325,GATEWAY,REFUNDED,47146.2,2024-03-25 06:06:07
303,7000000340,1000000340,20240807,GATEWAY,PAID,14268.0,2024-08-07 21:48:50
304,7000000341,1000000341,20241223,CASH,PAID,30492.0,2024-12-23 12:45:16
305,7000000342,1000000342,20241009,CARD,PAID,18142.5,2024-10-09 09:08:07
306,7000000343,1000000343,20240813,CARD,PAID,27989.4,2024-08-13 22:43:35
307,7000000344,1000000344,20240724,GATEWAY,PAID,41430.0,2024-07-24 22:32:16
308,7000000345,1000000345,20240502,CARD,PAID,41164.2,2024-05-02 14:42:44
309,7000000346,1000000346,20250314,TRANSFER,PAID,41382.0,2025-03-14 07:52:46
310,7000000347,1000000347,20240820,CARD,PAID,54261.0,2024-08-20 08:55:12
311,7000000348,1000000348,20241116,CASH,PAID,12414.6,2024-11-16 07:49:32
312,7000000349,1000000349,20240829,CARD,PAID,44760.0,2024-08-29 22:03:26
313,7000000350,1000000350,20240320,CASH,PAID,42688.8,2024-03-20 22:37:52
314,7000000351,1000000351,20240504,CARD,PAID,32670.0,2024-05-04 02:42:15
315,7000000352,1000000352,20250216,CARD,PAID,35203.5,2025-02-16 19:46:26
316,7000000353,1000000353,20250510,CASH,PAID,41382.0,2025-05-10 07:58:38
317,7000000354,1000000354,20250510,CARD,PAID,17172.0,2025-05-10 05:09:10
318,7000000355,1000000355,20241211,CARD,PAID,50205.0,2024-12-11 07:32:22
319,7000000356,1000000356,20250607,GATEWAY,PAID,53361.0,2025-06-07 09:50:54
320,7000000357,1000000357,20240301,CARD,PAID,14229.6,2024-03-01 09:09:52
321,7000000358,1000000358,20250709,CARD,PAID,34485.0,2025-07-09 05:28:42
322,7000000359,1000000359,20240709,TRANSFER,PAID,35574.0,2024-07-09 18:50:51
323,7000000360,1000000360,20240926,CASH,PAID,62871.6,2024-09-26 12:43:39
