nps_id,id_customer,customer_sk,id_channel,channel_sk,id_date,score,responded_at
13000000043,1004,1004,2,2,20241211,8,2024-12-11 16:56:35
13000000044,426,426,2,2,20250330,9,2025-03-30 04:35:06
13000000045,1026,1026,1,1,20250813,8,2025-08-13 00:52:13
13000000046,812,812,2,2,20250419,7,2025-04-19 22:10:36
13000000047,994,994,1,1,20240313,10,2024-03-13 21:25:13
13000000048,1171,1171,2,2,20250723,10,2025-07-23 12:41:39
13000000049,1207,1207,2,2,20250326,2,2025-03-26 22:23:24
13000000050,1467,1467,1,1,20241118,8,2024-11-18 16:03:56
13000000051,1484,1484,2,2,20240606,8,2024-06-06 12:49:26
13000000052,815,815,1,1,20240523,9,2024-05-23 01:17:13
13000000053,500,500,1,1,20240705,9,2024-07-05 10:13:55
13000000054,1048,1048,2,2,20241216,10,2024-12-16 02:55:03
13000000055,19,19,1,1,20240414,7,2024-04-14 19:57:51
13000000056,804,804,2,2,20241005,7,2024-10-05 09:06:36
13000000057,500,500,2,2,20241023,9,2024-10-23 07:11:59
13000000058,1179,1179,2,2,20250618,7,2025-06-18 16:46:05
13000000059,902,902,2,2,20250405,9,2025-04-05 16:44:09
13000000060,548,548,1,1,20240302,6,2024-03-02 17:49:39
13000000061,1335,1335,1,1,20240115,9,2024-01-15 01:01:50
13000000062,903,903,1,1,20240724,10,2024-07-24 20:38:24
13000000063,807,807,1,1,20250426,8,2025-04-26 21:04:24
13000000064,43,43,2,2,20250328,7,2025-03-28 04:27:32
13000000065,1189,1189,2,2,20250430,8,2025-04-30 19:36:36
13000000066,554,554,1,1,20240630,7,2024-06-30 01:24:03
13000000067,1411,1411,1,1,20250125,9,2025-01-25 05:47:13
13000000068,990,990,1,1,20240218,2,2024-02-18 03:58:07
13000000069,581,581,2,2,20240430,8,2024-04-30 08:18:05
13000000070,1214,1214,2,2,20250603,2,2025-06-03 03:16:28
13000000071,1182,1182,1,1,20250604,8,2025-06-04 13:38:56
13000000072,56,56,2,2,20241015,9,2024-10-15 02:07:22
13000000073,1443,1443,1,1,20240809,9,2024-08-09 20:40:50
13000000074,822,822,1,1,20240924,9,2024-09-24 19:46:26
13000000075,18,18,1,1,20250727,7,2025-07-27 10:40:20
13000000076,436,436,1,1,20241212,8,2024-12-12 16:09:46
13000000077,558,558,2,2,20240815,9,2024-08-15 02:57:02
13000000078,1202,1202,2,2,20250426,9,2025-04-26 08:56:16
13000000079,1412,1412,2,2,20241006,0,2024-10-06 13:55:55
13000000080,1336,1336,2,2,20250302,6,2025-03-02 11:16:01
13000000081,1336,1336,1,1,20250916,7,2025-09-16 15:58:29
13000000082,1224,1224,2,2,20241209,10,2024-12-09 15:30:01
13000000083,859,859,1,1,20240728,9,2024-07-28 23:10:32
13000000084,818,818,1,1,20240128,10,2024-01-28 01:51:31
13000000085,816,816,2,2,20241026,6,2024-10-26 15:24:03
13000000086,653,653,1,1,20241016,9,2024-10-16 16:02:50
13000000087,1056,1056,1,1,20241214,8,2024-12-14 22:25:30
13000000088,1037,1037,1,1,20240205,7,2024-02-05 01:27:21
13000000089,959,959,2,2,20241228,8,2024-12-28 05:03:44
13000000090,1406,1406,1,1,20241228,6,2024-12-28 08:55:01
13000000091,1296,1296,1,1,20250702,9,2025-07-02 05:34:01
13000000092,629,629,1,1,20250815,5,2025-08-15 08:13:29
13000000093,439,439,2,2,20240306,4,2024-03-06 17:38:20
13000000094,1423,1423,1,1,20250901,8,2025-09-01 07:05:10
13000000095,1336,1336,2,2,20240529,8,2024-05-29 18:52:17
13000000096,1453,1453,2,2,20250824,6,2025-08-24 07:59:57
13000000097,722,722,1,1,20240807,8,2024-08-07 05:28:56
13000000098,616,616,1,1,20240808,10,2024-08-08 11:26:29
13000000099,1104,1104,1,1,20240815,10,2024-08-15 19:44:46
13000000100,1004,1004,1,1,20241017,4,2024-10-17 21:13:26
13000000101,304,304,2,2,20240408,9,2024-04-08 15:38:45
13000000102,114,114,2,2,20240114,10,2024-01-14 03:49:59
13000000103,248,248,2,2,20241008,9,2024-10-08 07:56:45
13000000104,208,208,1,1,20240518,5,2024-05-18 10:16:29
13000000105,445,445,1,1,20240120,10,2024-01-20 05:58:36
13000000106,1304,1304,2,2,20240214,10,2024-02-14 08:22:10
13000000107,1493,1493,1,1,20240829,7,2024-08-29 09:09:29
13000000108,1123,1123,1,1,20240822,8,2024-08-22 13:36:21
13000000109,174,174,2,2,20250724,5,2025-07-24 22:30:44
13000000110,825,825,1,1,20250814,8,2025-08-14 09:41:17
13000000111,1120,1120,2,2,20250615,4,2025-06-15 02:46:10
13000000112,1101,1101,1,1,20240112,3,2024-01-12 20:11:48
13000000113,659,659,2,2,20240210,7,2024-02-10 11:28:56
13000000114,1379,1379,1,1,20240123,7,2024-01-23 11:07:47
13000000115,550,550,2,2,20250920,9,2025-09-20 01:42:57
13000000116,1177,1177,1,1,20240314,7,2024-03-14 07:03:19
13000000117,1149,1149,1,1,20250607,9,2025-06-07 21:12:25
13000000118,236,236,1,1,20250602,9,2025-06-02 05:22:07
13000000119,226,226,1,1,20250203,9,2025-02-03 08:27:37
13000000120,850,850,2,2,20250210,6,2025-02-10 18:37:18
13000000121,599,599,1,1,20241019,8,2024-10-19 20:28:14
13000000122,1230,1230,2,2,20250817,9,2025-08-17 14:30:34
13000000123,1177,1177,1,1,20250310,7,2025-03-10 16:20:54
13000000124,728,728,1,1,20250119,9,2025-01-19 15:18:51
13000000125,268,268,2,2,20250125,7,2025-01-25 18:25:48
13000000126,980,980,2,2,20241023,8,2024-10-23 13:31:00
13000000127,902,902,2,2,20240202,5,2024-02-02 03:24:41
13000000128,800,800,2,2,20240406,4,2024-04-06 20:41:00
13000000129,1447,1447,1,1,20250421,10,2025-04-21 06:04:43
13000000130,130,130,1,1,20250222,7,2025-02-22 21:56:23
13000000131,1176,1176,2,2,20250601,9,2025-06-01 13:10:21
13000000132,771,771,2,2,20250731,8,2025-07-31 23:17:20
13000000133,158,158,1,1,20241205,0,2024-12-05 19:34:31
13000000134,811,811,1,1,20250612,1,2025-06-12 19:46:53
13000000135,1369,1369,1,1,20241004,8,2024-10-04 04:24:07
13000000136,131,131,2,2,20250107,8,2025-01-07 18:36:27
13000000137,69,69,2,2,20240714,9,2024-07-14 11:53:39
13000000138,395,395,1,1,20240727,9,2024-07-27 08:37:44
13000000139,1106,1106,2,2,20250306,6,2025-03-06 00:15:24
13000000140,4,4,1,1,20240816,0,2024-08-16 07:39:35
13000000141,292,292,1,1,20250716,7,2025-07-16 23:23:34
13000000142,1467,1467,1,1,20250124,5,2025-01-24 09:56:23
13000000143,317,317,1,1,20240908,1,2024-09-08 07:10:51
13000000144,1374,1374,2,2,20250705,10,2025-07-05 03:12:50
13000000145,607,607,1,1,20240223,6,2024-02-23 15:36:46
13000000146,661,661,1,1,20250520,8,2025-05-20 10:57:59
13000000147,315,315,1,1,20240530,7,2024-05-30 09:01:29
13000000148,522,522,2,2,20241002,0,2024-10-02 23:54:48
13000000149,697,697,1,1,20241016,2,2024-10-16 22:50:22
13000000150,1351,1351,1,1,20250526,5,2025-05-26 09:53:04
13000000151,1209,1209,2,2,20250311,9,2025-03-11 06:28:35
13000000152,93,93,1,1,20240927,8,2024-09-27 01:34:02
13000000153,8,8,2,2,20250707,8,2025-07-07 20:57:30
13000000154,1487,1487,1,1,20250208,8,2025-02-08 14:01:29
13000000155,501,501,1,1,20250604,9,2025-06-04 22:40:43
13000000156,949,949,1,1,20250705,8,2025-07-05 11:58:50
13000000157,745,745,1,1,20250114,10,2025-01-14 13:16:12
13000000158,58,58,2,2,20250916,8,2025-09-16 11:08:21
13000000159,1226,1226,1,1,20250507,9,2025-05-07 07:34:03
13000000160,952,952,2,2,20240331,8,2024-03-31 02:48:46
13000000161,1424,1424,1,1,20250718,7,2025-07-18 01:30:02
13000000162,146,146,1,1,20250921,8,2025-09-21 13:35:48
13000000163,831,831,1,1,20250301,3,2025-03-01 17:55:25
13000000164,991,991,1,1,20250804,0,2025-08-04 23:43:06
13000000165,485,485,1,1,20250111,8,2025-01-11 11:56:27
13000000166,789,789,2,2,20240812,4,2024-08-12 19:05:31
13000000167,1456,1456,1,1,20240326,1,2024-03-26 22:12:53
13000000168,1341,1341,2,2,20250619,8,2025-06-19 14:12:30
13000000169,993,993,1,1,20241215,7,2024-12-15 04:07:03
13000000170,710,710,2,2,20241009,8,2024-10-09 09:38:46
13000000171,609,609,1,1,20240922,6,2024-09-22 04:24:43
13000000172,763,763,1,1,20250708,4,2025-07-08 03:35:39
13000000173,1356,1356,1,1,20250612,1,2025-06-12 15:59:14
13000000174,1275,1275,2,2,20240602,7,2024-06-02 21:10:41
13000000175,490,490,2,2,20250917,9,2025-09-17 14:12:21
13000000176,523,523,1,1,20240821,9,2024-08-21 18:04:29
13000000177,1234,1234,2,2,20240707,9,2024-07-07 10:21:13
13000000178,1163,1163,1,1,20240806,8,2024-08-06 23:49:16
13000000179,406,406,2,2,20251005,8,2025-10-05 14:51:06
13000000180,835,835,1,1,20250710,2,2025-07-10 06:40:59
13000000181,320,320,1,1,20250507,8,2025-05-07 01:37:10
13000000182,414,414,1,1,20250106,7,2025-01-06 04:49:31
13000000183,1463,1463,1,1,20240327,9,2024-03-27 09:33:42
13000000184,928,928,2,2,20240726,10,2024-07-26 05:16:35
13000000185,643,643,1,1,20250221,9,2025-02-21 03:41:53
13000000186,999,999,2,2,20250212,2,2025-02-12 07:15:19
13000000187,207,207,1,1,20250629,7,2025-06-29 11:26:26
13000000188,641,641,1,1,20250222,0,2025-02-22 20:24:49
13000000189,1110,1110,1,1,20251006,1,2025-10-06 13:17:35
13000000190,1062,1062,1,1,20250524,8,2025-05-24 09:29:00
13000000191,698,698,1,1,20240810,1,2024-08-10 06:34:02
13000000192,1236,1236,1,1,20250629,10,2025-06-29 07:04:50
13000000193,755,755,1,1,20240510,8,2024-05-10 05:40:54
13000000194,329,329,1,1,20240731,7,2024-07-31 07:13:57
13000000195,800,800,1,1,20240925,7,2024-09-25 19:02:18
13000000196,678,678,1,1,20240130,10,2024-01-30 12:03:01
13000000197,1383,1383,1,1,20240514,10,2024-05-14 08:07:01
13000000198,1251,1251,1,1,20240405,10,2024-04-05 03:29:58
13000000199,1252,1252,1,1,20240225,7,2024-02-25 07:28:39
13000000200,283,283,1,1,20250919,5,2025-09-19 08:42:55
13000000201,907,907,2,2,20240714,2,2024-07-14 17:53:58
13000000202,893,893,1,1,20241225,1,2024-12-25 14:16:39
13000000203,413,413,2,2,20250428,8,2025-04-28 12:51:40
13000000204,788,788,2,2,20241027,10,2024-10-27 04:13:53
13000000205,350,350,2,2,20250831,8,2025-08-31 17:23:35
13000000206,758,758,2,2,20240118,5,2024-01-18 11:57:25
13000000207,699,699,2,2,20250726,10,2025-07-26 13:52:22
13000000208,689,689,1,1,20240206,9,2024-02-06 02:22:22
13000000209,348,348,1,1,20240424,1,2024-04-24 04:18:58
13000000210,974,974,1,1,20250502,9,2025-05-02 23:51:14
13000000211,444,444,1,1,20250728,7,2025-07-28 08:36:03
13000000212,96,96,1,1,20250906,9,2025-09-06 12:06:06
13000000213,674,674,1,1,20250119,7,2025-01-19 04:34:47
13000000214,867,867,1,1,20241110,8,2024-11-10 21:54:58
13000000215,686,686,1,1,20250726,7,2025-07-26 03:48:53
13000000216,640,640,1,1,20240609,10,2024-06-09 04:48:07
13000000217,1191,1191,1,1,20240810,9,2024-08-10 04:18:48
13000000218,321,321,2,2,20250524,5,2025-05-24 10:49:55
13000000219,1045,1045,1,1,20240928,3,2024-09-28 02:51:20
13000000220,644,644,2,2,20240113,10,2024-01-13 16:30:11
13000000221,514,514,2,2,20250722,8,2025-07-22 03:52:32
13000000222,649,649,1,1,20250204,6,2025-02-04 00:04:20
13000000223,1294,1294,2,2,20250822,5,2025-08-22 00:27:47
13000000224,814,814,2,2,20250807,4,2025-08-07 21:35:53
13000000225,801,801,1,1,20241206,7,2024-12-06 19:00:31
13000000226,351,351,1,1,20241208,5,2024-12-08 05:31:27
13000000227,838,838,2,2,20241006,8,2024-10-06 12:33:46
13000000228,78,78,1,1,20250514,6,2025-05-14 18:38:37
13000000229,1338,1338,1,1,20241220,2,2024-12-20 21:23:08
13000000230,182,182,2,2,20240601,7,2024-06-01 06:59:29
13000000231,560,560,1,1,20241122,4,2024-11-22 19:15:20
13000000232,1390,1390,1,1,20240407,6,2024-04-07 16:45:28
13000000233,130,130,2,2,20241229,4,2024-12-29 14:09:56
13000000234,1143,1143,2,2,20250514,2,2025-05-14 11:19:02
13000000235,223,223,2,2,20250418,7,2025-04-18 06:39:34
13000000236,622,622,1,1,20240216,2,2024-02-16 09:22:11
13000000237,1328,1328,1,1,20240609,9,2024-06-09 07:31:20
13000000238,1192,1192,1,1,20240227,7,2024-02-27 03:41:54
13000000239,119,119,1,1,20240621,2,2024-06-21 11:15:26
13000000240,1115,1115,1,1,20250813,8,2025-08-13 08:06:16
13000000241,49,49,1,1,20240421,8,2024-04-21 20:33:27
13000000242,1133,1133,2,2,20250903,5,2025-09-03 15:53:22
13000000243,193,193,1,1,20250716,9,2025-07-16 13:29:06
13000000244,539,539,1,1,20240128,6,2024-01-28 15:36:48
13000000245,200,200,1,1,20250326,7,2025-03-26 17:15:42
13000000246,1084,1084,1,1,20240125,10,2024-01-25 18:58:03
13000000247,422,422,2,2,20240506,10,2024-05-06 19:36:29
13000000248,348,348,2,2,20240905,6,2024-09-05 20:52:06
13000000249,951,951,1,1,20250918,9,2025-09-18 04:22:11
13000000250,251,251,2,2,20241126,7,2024-11-26 08:33:35
13000000251,26,26,1,1,20250122,8,2025-01-22 14:00:56
13000000252,1063,1063,2,2,20250314,6,2025-03-14 10:37:47
13000000253,271,271,1,1,20240202,8,2024-02-02 07:25:07
13000000254,567,567,1,1,20250120,9,2025-01-20 17:53:26
13000000255,254,254,1,1,20250723,9,2025-07-23 13:34:36
13000000256,66,66,2,2,20240405,6,2024-04-05 13:11:38
13000000257,518,518,1,1,20250105,0,2025-01-05 17:33:23
13000000258,603,603,1,1,20240626,7,2024-06-26 09:14:20
13000000259,321,321,1,1,20240130,4,2024-01-30 11:44:33
13000000260,1210,1210,2,2,20250531,9,2025-05-31 18:10:31
13000000261,407,407,2,2,20250209,7,2025-02-09 15:21:46
13000000262,996,996,2,2,20250102,9,2025-01-02 20:37:23
13000000263,1192,1192,2,2,20241103,8,2024-11-03 14:07:34
13000000264,221,221,1,1,20240812,1,2024-08-12 17:24:03
13000000265,1189,1189,1,1,20250724,6,2025-07-24 23:55:00
13000000266,1230,1230,1,1,20240723,9,2024-07-23 10:11:38
13000000267,244,244,1,1,20241208,6,2024-12-08 19:33:05
13000000268,416,416,1,1,20241029,6,2024-10-29 22:00:32
13000000269,289,289,2,2,20241021,7,2024-10-21 10:02:42
13000000270,233,233,1,1,20240907,0,2024-09-07 23:46:39
13000000271,300,300,1,1,20250319,7,2025-03-19 18:26:54
13000000272,1066,1066,1,1,20241004,5,2024-10-04 18:45:15
13000000273,854,854,2,2,20240207,10,2024-02-07 11:26:10
13000000274,1339,1339,1,1,20240127,7,2024-01-27 18:27:33
13000000275,484,484,1,1,20241227,10,2024-12-27 00:49:20
13000000276,948,948,1,1,20240112,6,2024-01-12 16:25:54
13000000277,713,713,1,1,20241122,6,2024-11-22 09:01:45
13000000278,1466,1466,1,1,20250422,9,2025-04-22 01:42:26
13000000279,426,426,1,1,20250616,7,2025-06-16 01:31:53
13000000280,1313,1313,1,1,20250304,0,2025-03-04 15:40:25
13000000281,995,995,1,1,20240716,4,2024-07-16 22:57:22
13000000282,499,499,1,1,20250312,8,2025-03-12 17:12:20
13000000283,1408,1408,2,2,20250307,7,2025-03-07 13:54:08
13000000284,498,498,1,1,20250311,8,2025-03-11 19:06:17
13000000285,840,840,1,1,20241124,6,2024-11-24 19:10:47
13000000286,92,92,1,1,20250210,9,2025-02-10 07:29:10
13000000287,1449,1449,2,2,20251006,9,2025-10-06 14:11:47
13000000288,1129,1129,2,2,20250929,7,2025-09-29 22:07:10
13000000289,972,972,2,2,20241127,8,2024-11-27 19:02:18
13000000290,260,260,2,2,20250917,8,2025-09-17 21:39:47
13000000291,683,683,2,2,20240123,4,2024-01-23 05:42:51
13000000292,1042,1042,1,1,20250427,2,2025-04-27 06:06:59
13000000293,1422,1422,1,1,20240307,6,2024-03-07 13:04:16
13000000294,1347,1347,2,2,20240309,9,2024-03-09 16:19:23
13000000295,705,705,2,2,20250218,8,2025-02-18 21:20:29
13000000296,1306,1306,2,2,20250620,10,2025-06-20 06:52:08
13000000297,327,327,2,2,20241206,0,2024-12-06 01:33:41
13000000298,1119,1119,1,1,20240313,5,2024-03-13 12:57:11
13000000299,2,2,1,1,20250720,10,2025-07-20 15:58:08
13000000300,988,988,1,1,20240225,8,2024-02-25 12:08:47
13000000301,1485,1485,1,1,20250708,8,2025-07-08 11:01:03
13000000302,791,791,1,1,20250717,8,2025-07-17 06:47:48
13000000303,204,204,1,1,20250429,9,2025-04-29 12:01:36
13000000304,22,22,2,2,20240504,8,2024-05-04 00:45:45
13000000305,510,510,2,2,20250105,1,2025-01-05 20:34:12
13000000306,614,614,2,2,20240406,9,2024-04-06 13:36:01
13000000307,27,27,2,2,20241222,9,2024-12-22 14:50:59
13000000308,1319,1319,2,2,20250721,6,2025-07-21 03:34:38
13000000309,845,845,1,1,20241117,9,2024-11-17 01:33:45
13000000310,783,783,2,2,20250714,5,2025-07-14 12:14:03
13000000311,1350,1350,1,1,20250826,9,2025-08-26 18:08:04
13000000312,773,773,1,1,20250817,7,2025-08-17 04:54:53
13000000313,1457,1457,1,1,20241027,4,2024-10-27 01:01:22
13000000314,1488,1488,1,1,20241013,9,2024-10-13 16:39:39
13000000315,1286,1286,1,1,20240904,10,2024-09-04 12:14:01
13000000316,1306,1306,1,1,20250830,9,2025-08-30 13:56:58
13000000317,397,397,2,2,20240209,8,2024-02-09 21:16:04
13000000318,341,341,1,1,20240330,4,2024-03-30 09:14:25
13000000319,1475,1475,2,2,20250523,9,2025-05-23 00:58:37
13000000320,963,963,1,1,20240212,5,2024-02-12 10:05:49
13000000321,423,423,1,1,20240614,9,2024-06-14 01:31:03
13000000322,1176,1176,2,2,20240418,9,2024-04-18 20:56:37
13000000323,1128,1128,2,2,20240410,8,2024-04-10 04:28:29
13000000324,56,56,1,1,20250914,8,2025-09-14 05:14:26
13000000325,389,389,2,2,20240424,5,2024-04-24 06:04:28
13000000326,598,598,2,2,20250327,9,2025-03-27 23:38:23
13000000327,2,2,2,2,20240602,7,2024-06-02 12:00:35
13000000328,118,118,2,2,20250304,8,2025-03-04 06:11:26
13000000329,835,835,1,1,20250618,10,2025-06-18 02:07:23
13000000330,554,554,1,1,20241102,7,2024-11-02 13:43:36
13000000331,371,371,1,1,20250930,10,2025-09-30 17:10:37
13000000332,965,965,1,1,20250609,9,2025-06-09 17:39:53
13000000333,687,687,2,2,20250215,6,2025-02-15 19:51:47
13000000334,516,516,1,1,20241218,9,2024-12-18 18:28:50
13000000335,1295,1295,2,2,20250506,8,2025-05-06 05:04:25
13000000336,660,660,1,1,20240904,4,2024-09-04 23:59:05
13000000337,838,838,2,2,20251005,8,2025-10-05 16:30:15
13000000338,447,447,2,2,20241011,8,2024-10-11 21:10:53
13000000339,1187,1187,2,2,20240314,4,2024-03-14 13:07:31
13000000340,1457,1457,1,1,20250701,7,2025-07-01 22:15:09
13000000341,16,16,1,1,20241104,7,2024-11-04 09:51:44
13000000342,1421,1421,1,1,20240620,0,2024-06-20 14:29:54
13000000343,861,861,1,1,20240813,9,2024-08-13 11:17:08
13000000344,515,515,1,1,20241008,2,2024-10-08 06:24:47
13000000345,280,280,1,1,20240518,10,2024-05-18 01:52:36
13000000346,829,829,1,1,20240908,7,2024-09-08 07:35:57
13000000347,1319,1319,1,1,20250721,10,2025-07-21 07:27:52
13000000348,682,682,1,1,20250703,10,2025-07-03 19:30:51
13000000349,649,649,1,1,20250918,7,2025-09-18 21:46:37
13000000350,1041,1041,1,1,20240803,8,2024-08-03 22:57:18
13000000351,559,559,2,2,20241020,9,2024-10-20 10:29:55
13000000352,1187,1187,2,2,20250714,9,2025-07-14 19:31:33
13000000353,786,786,1,1,20250409,6,2025-04-09 11:40:03
13000000354,1104,1104,1,1,20250223,6,2025-02-23 05:35:01
13000000355,505,505,2,2,20250730,4,2025-07-30 02:43:33
13000000356,436,436,1,1,20241113,0,2024-11-13 15:27:07
13000000357,366,366,1,1,20250817,5,2025-08-17 16:44:56
13000000358,829,829,2,2,20240517,8,2024-05-17 10:00:31
13000000359,570,570,1,1,20240411,5,2024-04-11 06:42:29
13000000360,573,573,2,2,20240413,10,2024-04-13 13:46:37
13000000361,63,63,1,1,20240413,8,2024-04-13 23:51:40
13000000362,140,140,1,1,20250503,10,2025-05-03 03:08:57
13000000363,650,650,2,2,20240307,9,2024-03-07 12:17:06
13000000364,558,558,1,1,20240529,7,2024-05-29 09:44:37
13000000365,498,498,2,2,20240518,9,2024-05-18 00:10:14
13000000366,1337,1337,2,2,20240527,10,2024-05-27 15:06:16
13000000367,192,192,1,1,20250406,9,2025-04-06 06:02:54
13000000368,523,523,1,1,20241007,1,2024-10-07 15:22:24
13000000369,1009,1009,1,1,20250506,5,2025-05-06 14:30:44
13000000370,1079,1079,1,1,20250310,8,2025-03-10 21:56:33
13000000371,809,809,1,1,20250530,9,2025-05-30 16:31:12
13000000372,332,332,1,1,20240205,8,2024-02-05 15:14:36
13000000373,397,397,1,1,20241110,8,2024-11-10 09:06:51
13000000374,950,950,2,2,20240212,8,2024-02-12 19:29:29
13000000375,950,950,1,1,20241227,10,2024-12-27 07:39:39
13000000376,1071,1071,1,1,20240310,7,2024-03-10 15:27:59
13000000377,27,27,1,1,20240810,5,2024-08-10 15:00:09
13000000378,1063,1063,1,1,20240525,5,2024-05-25 14:47:01
13000000379,930,930,1,1,20240809,10,2024-08-09 06:45:53
13000000380,1435,1435,2,2,20241114,1,2024-11-14 03:09:21
13000000381,258,258,2,2,20240408,10,2024-04-08 15:25:23
13000000382,847,847,1,1,20240211,4,2024-02-11 14:11:42
13000000383,921,921,2,2,20240901,10,2024-09-01 08:42:48
13000000384,1231,1231,1,1,20250111,7,2025-01-11 08:34:53
13000000385,292,292,1,1,20250526,10,2025-05-26 13:14:53
13000000386,325,325,2,2,20241019,3,2024-10-19 19:15:44
13000000387,921,921,2,2,20250311,3,2025-03-11 05:25:38
13000000388,248,248,1,1,20250524,2,2025-05-24 10:15:38
13000000389,754,754,1,1,20240811,8,2024-08-11 22:25:54
13000000390,708,708,1,1,20240422,9,2024-04-22 05:36:10
13000000391,48,48,1,1,20250505,6,2025-05-05 20:20:04
13000000392,786,786,2,2,20240505,5,2024-05-05 11:43:38
13000000393,382,382,1,1,20240619,4,2024-06-19 08:24:55
13000000394,895,895,1,1,20250214,6,2025-02-14 13:53:26
13000000395,821,821,1,1,20250211,7,2025-02-11 12:31:51
13000000396,1032,1032,1,1,20240315,9,2024-03-15 03:58:38
13000000397,1262,1262,1,1,20250510,1,2025-05-10 13:40:09
13000000398,153,153,1,1,20240821,9,2024-08-21 05:06:57
13000000399,816,816,1,1,20250804,1,2025-08-04 08:56:25
13000000400,237,237,1,1,20240207,7,2024-02-07 18:17:19
13000000401,589,589,2,2,20240331,10,2024-03-31 16:15:16
13000000402,249,249,2,2,20250814,6,2025-08-14 00:50:22
13000000403,1130,1130,2,2,20241214,2,2024-12-14 23:38:05
13000000404,455,455,1,1,20250623,3,2025-06-23 15:32:22
13000000405,1306,1306,1,1,20250323,0,2025-03-23 14:06:40
13000000406,1359,1359,1,1,20241127,9,2024-11-27 17:42:26
13000000407,696,696,1,1,20240918,7,2024-09-18 23:36:33
13000000408,867,867,1,1,20240906,7,2024-09-06 13:25:59
13000000409,690,690,1,1,20241101,10,2024-11-01 22:51:39
13000000410,14,14,1,1,20250316,7,2025-03-16 23:22:31
13000000411,259,259,2,2,20241212,2,2024-12-12 15:04:04
13000000412,334,334,1,1,20240123,3,2024-01-23 14:46:59
13000000413,574,574,1,1,20240721,9,2024-07-21 02:53:44
13000000414,716,716,1,1,20240530,10,2024-05-30 12:30:57
13000000415,204,204,2,2,20241216,8,2024-12-16 05:28:42
13000000416,624,624,2,2,20250620,10,2025-06-20 21:21:38
13000000417,535,535,1,1,20240819,9,2024-08-19 21:17:35
13000000418,522,522,1,1,20240810,7,2024-08-10 05:31:51
13000000419,589,589,1,1,20250415,9,2025-04-15 10:21:44
13000000420,1485,1485,1,1,20250112,9,2025-01-12 08:48:59
13000000421,544,544,1,1,20240824,9,2024-08-24 13:39:39
13000000422,253,253,1,1,20250104,9,2025-01-04 19:48:25
13000000423,520,520,1,1,20240708,8,2024-07-08 22:43:21
13000000424,1339,1339,1,1,20250216,8,2025-02-16 22:04:20
13000000425,800,800,1,1,20240510,10,2024-05-10 02:04:28
